No,Name,Year,Team,Position,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,IBB,SO,GDP,SAC,SF,AVG,OBP,SLG,OPS,wOBA,wRC+,WAR,WPA,Salary,NextSalary
50,±èÃ¢Èñ,2004,µÎ,CF,110,344,301,37,83,17,1,4,114,31,2,3,28,9,1,53,13,6,0,.276,.355,.379,.734,.339,99.4,1.65,,"7,500","9,000"
70,±èÃ¢Èñ,2007,»ï,CF,100,284,251,20,62,14,2,3,89,22,2,4,17,5,0,34,6,9,2,.247,.306,.355,.660,.300,79.0,0.66,,"13,000","13,000"
59,±èÃ¢Èñ,2008,»ï,LF,103,264,227,29,64,13,0,1,80,19,2,1,27,6,0,35,9,4,0,.282,.373,.352,.726,.346,107.6,1.11,,"13,000","12,000"
37,±èÃæ¹Î,1998,ÇÑ,C,123,358,314,36,78,13,0,11,124,40,6,6,31,5,0,61,8,7,1,.248,.325,.395,.720,.320,98.6,2.27,,"2,400","3,400"
55,±èÃæ¹Î,1999,ÇÑ,C,59,127,108,15,28,5,1,8,59,19,1,0,12,2,0,29,2,5,0,.259,.344,.546,.891,.363,111.7,1.10,,"3,400","3,400"
260,±èÅÂ±º,2009,L,C,54,118,108,7,27,2,1,0,31,5,0,0,2,1,0,18,4,7,0,.250,.270,.287,.557,.244,27.9,-0.23,,"2,300","3,300"
196,±èÅÂ±º,2010,L,C,50,57,51,2,13,1,0,0,14,6,0,0,2,1,0,9,1,3,0,.255,.296,.275,.571,.261,45.3,-0.00,,"3,300","4,000"
190,±èÅÂ±º,2011,L,C,38,53,47,4,11,0,0,0,11,1,0,0,4,0,0,4,2,2,0,.234,.294,.234,.528,.253,43.6,-0.01,,"4,000","3,500"
272,±èÅÂ±º,2012,L,C,100,175,149,7,30,2,0,0,32,14,0,0,8,5,0,24,6,13,0,.201,.265,.215,.480,.223,28.6,-0.33,,"3,500","5,500"
203,±èÅÂ±º,2013,N,C,112,315,277,21,59,5,0,4,76,28,0,2,19,7,0,57,10,11,1,.213,.280,.274,.554,.261,44.4,-0.09,,"5,500","8,000"
225,±èÅÂ±º,2014,N,C,109,322,294,28,77,13,0,0,90,23,0,1,12,4,0,47,9,9,3,.262,.297,.306,.603,.275,46.1,-0.02,-0.46,"8,000","21,000"
105,±èÅÂ±º,2015,N,C,144,474,421,45,107,24,0,6,149,52,1,1,25,10,0,77,12,11,7,.254,.307,.354,.661,.295,64.8,0.31,-1.50,"21,000","21,000"
20,±èÅÂ±Õ,1997,»ï,SS,115,412,349,64,90,23,1,16,163,62,5,9,45,6,0,62,9,9,3,.258,.350,.467,.817,.359,123.6,3.44,,"3,500","4,800"
64,±èÅÂ±Õ,1998,»ï,SS,109,351,303,29,61,6,1,8,93,33,3,2,36,4,2,73,8,5,3,.201,.292,.307,.599,.272,66.1,0.67,,"4,800","5,400"
38,±èÅÂ±Õ,1999,»ï,SS,125,477,394,43,96,14,1,12,148,53,4,0,57,6,1,107,10,16,4,.244,.345,.376,.721,.317,81.6,1.90,,"5,400","8,500"
74,±èÅÂ±Õ,2000,»ï,SS,127,446,396,43,95,20,1,4,129,36,5,2,31,4,1,87,15,12,3,.240,.300,.326,.625,.280,60.3,0.57,,"8,500","8,000"
196,±èÅÂ±Õ,2001,»ï,SS,61,136,118,14,24,5,0,0,29,8,0,1,11,2,0,30,3,5,0,.203,.282,.246,.528,.250,35.5,-0.29,,"8,000","4,000"
70,±èÅÂ±Õ,2002,ÇÑ,1B,105,344,298,25,76,11,0,7,108,34,2,1,41,2,2,103,13,1,2,.255,.347,.362,.709,.322,95.8,0.65,,"4,000","3,500"
162,±èÅÂ±Õ,2003,·Ô,SS,101,264,231,15,50,11,0,3,70,32,3,0,16,4,0,59,4,8,5,.216,.273,.303,.577,.259,44.2,-0.10,,"7,800","10,500"
92,±èÅÂ±Õ,2004,·Ô,SS,40,83,78,9,19,2,0,3,30,10,0,0,2,1,0,23,3,1,1,.244,.268,.385,.653,.291,66.9,0.16,,"7,800","15,500"
92,±èÅÂ±Õ,2005,S,3B,110,272,232,24,55,11,1,5,83,22,1,0,18,3,0,57,3,18,1,.237,.299,.358,.657,.284,65.9,0.34,,"8,600","24,000"
145,±èÅÂ±Õ,2006,S,3B,116,261,219,21,49,7,1,1,61,14,1,2,20,3,0,54,3,17,2,.224,.295,.279,.574,.259,55.6,-0.06,,"10,000","31,000"
232,±èÅÂ±Õ,2007,S,SS,23,25,23,0,4,0,0,0,4,3,0,0,2,0,0,7,1,0,0,.174,.240,.174,.414,.210,12.6,-0.11,,"10,000","29,000"
2,±èÅÂ±Õ,2008,ÇÑ,1B,115,484,410,81,133,27,1,31,255,92,2,0,64,5,4,67,8,0,5,.324,.417,.622,1.039,.461,183.4,6.14,,"29,000","42,000"
4,±èÅÂ±Õ,2012,ÇÑ,1B,126,513,416,61,151,24,0,16,223,80,3,1,81,11,8,69,11,0,5,.363,.474,.536,1.010,.463,195.6,6.97,,"150,000","150,000"
16,±èÅÂ±Õ,2013,ÇÑ,1B,101,430,345,41,110,24,0,10,164,52,0,3,73,8,7,67,14,0,4,.319,.444,.475,.920,.425,156.4,3.68,,"150,000","150,000"
9,±èÅÂ±Õ,2014,ÇÑ,1B,118,508,422,66,154,30,0,18,238,84,0,2,70,11,1,73,18,0,5,.365,.463,.564,1.027,.456,158.8,4.94,4.95,"150,000","160,000"
19,±èÅÂ±Õ,2015,ÇÑ,1B,133,524,408,61,129,28,0,21,220,104,3,1,98,12,12,80,19,1,5,.316,.457,.539,.996,.436,153.7,4.17,5.83,"160,000","160,000"
6,±èÅÂ±Õ,2016,ÇÑ,DH,144,652,529,94,193,39,0,23,301,136,1,0,108,9,10,97,11,0,6,.365,.476,.569,1.045,.463,165.5,5.50,7.37,"160,000","160,000"
34,±èÅÂ±Õ,2017,ÇÑ,DH,94,407,356,51,121,22,0,17,194,76,0,0,43,4,7,56,13,0,4,.340,.413,.545,.958,.413,142.3,2.55,2.58,"160,000","160,000"
55,±èÅÂ·æ,1997,ÇØ,SS,55,71,62,12,19,2,0,5,36,9,3,1,6,1,0,17,2,1,0,.306,.377,.581,.958,.411,159.2,0.96,,"3,200","3,400"
202,±èÅÂ·æ,1998,ÇØ,3B,121,308,278,23,53,11,0,1,67,10,4,0,15,4,0,58,10,10,1,.191,.242,.241,.483,.219,29.0,-0.94,,"3,400","3,600"
166,±èÅÂ·æ,1999,ÇØ,3B,34,39,37,5,7,2,0,1,12,1,0,0,0,1,0,6,0,1,0,.189,.211,.324,.535,.227,23.3,-0.16,,"3,600","3,300"
201,±èÅÂ·æ,2000,ÇØ,2B,65,146,129,13,20,5,0,4,37,12,3,0,6,2,0,29,2,9,0,.155,.204,.287,.491,.207,11.3,-0.73,,"3,300","3,200"
198,±èÅÂ·æ,2001,ÇØ,,102,212,192,20,43,10,1,1,58,15,3,3,16,1,0,43,9,1,2,.224,.284,.302,.586,.275,51.0,-0.31,,"3,200","4,300"
340,±èÅÂ¿¬,2017,ÇÑ,3B,12,22,21,1,1,0,0,1,4,2,0,0,1,0,0,11,0,0,0,.048,.091,.190,.281,.120,-55.2,-0.33,-0.31,"2,700","3,000"
,±èÅÂ¿µ,2014,K,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"8,000","8,800"
87,±èÅÂ¿Ï,2007,ÇÑ,DH,61,105,94,11,23,5,0,4,40,12,0,0,9,2,0,22,3,0,0,.245,.324,.426,.749,.347,111.9,0.31,,"2,200","3,000"
105,±èÅÂ¿Ï,2008,L,3B,37,82,66,10,16,2,1,0,20,1,0,0,8,1,0,16,1,5,1,.242,.329,.303,.632,.285,65.4,0.11,,"2,200","6,000"
108,±èÅÂ¿Ï,2009,L,3B,40,43,33,10,7,2,0,0,9,5,3,0,9,0,0,6,1,0,1,.212,.372,.273,.645,.321,80.4,0.19,,"2,500","10,000"
78,±èÅÂ¿Ï,2010,L,2B,72,162,142,21,36,11,0,4,59,19,0,2,13,2,0,34,1,3,2,.254,.321,.415,.736,.328,90.6,0.58,,"2,800","4,600"
51,±èÅÂ¿Ï,2011,L,2B,76,246,202,26,51,12,0,6,81,29,4,1,31,2,0,37,7,10,1,.252,.356,.401,.757,.342,104.6,1.44,,"4,600","7,000"
96,±èÅÂ¿Ï,2012,L,2B,58,168,141,16,31,5,0,2,42,14,0,1,17,2,0,21,4,7,1,.220,.311,.298,.608,.284,71.9,0.24,,"7,000","7,000"
89,±èÅÂ¿Ï,2013,ÇÑ,DH,93,321,279,24,64,13,0,3,86,23,1,2,33,7,1,78,8,0,2,.229,.324,.308,.632,.307,76.4,0.61,,"14,000","10,000"
103,±èÅÂ¿Ï,2014,ÇÑ,DH,89,214,186,26,48,8,0,7,77,39,0,0,24,3,1,51,10,0,1,.258,.351,.414,.764,.346,88.2,0.23,0.10,"10,000","6,000"
330,±èÅÂ¿Ï,2015,ÇÑ,DH,22,50,46,5,11,2,0,0,13,3,0,0,2,2,0,16,1,0,0,.239,.300,.283,.583,.279,49.6,-0.24,-0.36,"8,000","8,000"
120,±èÅÂ¿Ï,2016,ÇÑ,,24,24,20,3,7,1,1,0,10,0,0,0,3,1,0,8,0,0,0,.350,.458,.500,.958,.441,152.9,0.25,-0.13,"8,000","5,000"
240,±èÅÂ¿ì,2013,N,C,7,14,13,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,.000,.071,.000,.071,.052,-97.8,-0.23,,"2,400","2,500"
285,±èÅÂÁø,2015,N,2B,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,.000,-132.4,-0.08,-0.05,"3,000","3,000"
75,±èÅÂÇü,1997,O,C,42,92,86,7,23,4,0,2,33,9,0,0,4,1,0,12,1,1,0,.267,.308,.384,.691,.313,92.5,0.54,,"5,400","5,100"
182,±èÅÂÇü,1998,O,C,69,165,143,8,29,5,0,0,34,7,1,1,8,4,0,16,2,8,2,.203,.261,.238,.499,.225,29.7,-0.29,,"5,100","5,100"
164,±èÅÂÇü,1999,µÎ,C,37,89,80,4,16,5,0,1,24,4,0,0,5,1,0,9,1,3,0,.200,.256,.300,.556,.245,31.5,-0.15,,"5,100","5,100"
178,±èÅÂÇü,2000,µÎ,C,24,23,23,0,4,0,0,0,4,2,0,1,0,0,0,5,3,0,0,.174,.174,.174,.348,.162,-24.5,-0.23,,"5,100","5,100"
223,±èÅÂÈÆ,2011,K,C,3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,.000,.000,.000,.000,.000,-128.5,-0.10,,"2,500","2,800"
,±èÅÃÇü,2015,³Ø,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"4,400","4,400"
222,±èÇÏ¼º,2014,³Ø,SS,60,59,48,17,9,2,1,2,19,7,4,3,8,0,0,13,2,2,1,.188,.298,.396,.694,.298,57.7,-0.02,-0.42,"2,400","16,000"
12,±èÇÏ¼º,2015,³Ø,SS,140,582,511,89,148,35,5,19,250,73,22,4,56,5,2,115,10,4,6,.290,.362,.489,.851,.372,112.9,4.94,0.99,"16,000","16,000"
26,±èÇÏ¼º,2016,³Ø,SS,144,599,526,92,148,29,7,20,251,84,28,15,60,6,2,80,7,2,5,.281,.359,.477,.836,.370,104.8,3.81,1.12,"16,000","22,000"
11,±èÇÏ¼º,2017,³Ø,SS,141,601,526,90,159,36,3,23,270,114,16,8,58,8,2,65,8,2,7,.302,.376,.513,.889,.385,125.4,4.93,3.21,"22,000","32,000"
22,±èÇÑ¼ö,1997,»ï,3B,124,524,466,57,136,27,1,9,192,68,9,9,36,7,4,79,6,13,2,.292,.350,.412,.762,.338,109.7,3.23,,"3,800","5,000"
25,±èÇÑ¼ö,1998,»ï,3B,126,503,463,65,139,24,1,15,210,80,5,3,19,6,1,70,19,9,6,.300,.332,.454,.786,.342,113.6,3.44,,"5,000","7,000"
10,±èÇÑ¼ö,1999,»ï,3B,128,551,497,87,169,36,1,18,261,88,7,6,33,13,4,73,12,1,7,.340,.391,.525,.916,.397,133.6,5.09,,"7,000","11,000"
50,±èÇÑ¼ö,2000,»ï,3B,126,519,464,54,122,26,1,7,171,57,8,5,30,13,0,73,7,6,6,.263,.322,.369,.690,.312,80.8,1.51,,"11,000","10,000"
23,±èÇÑ¼ö,2001,»ï,3B,117,478,427,59,133,29,2,13,205,61,3,2,28,13,3,57,11,2,8,.311,.366,.480,.846,.376,117.1,3.51,,"10,000","15,000"
13,±èÇÑ¼ö,2002,»ï,3B,127,541,486,69,151,23,1,17,227,76,4,2,35,14,2,61,15,2,4,.311,.371,.467,.838,.370,128.5,4.68,,"15,000","28,000"
21,±èÇÑ¼ö,2003,»ï,3B,131,532,478,67,141,23,1,17,217,70,5,2,29,17,0,57,20,4,4,.295,.354,.454,.808,.361,116.2,3.85,,"28,000","31,000"
25,±èÇÑ¼ö,2004,»ï,3B,133,558,498,60,135,30,1,16,215,84,1,2,30,20,2,79,23,6,4,.271,.335,.432,.767,.346,104.2,3.04,,"31,000","40,000"
28,±èÇÑ¼ö,2005,»ï,1B,114,465,406,55,119,18,0,15,182,73,1,0,35,18,3,68,9,3,3,.293,.372,.448,.821,.372,126.9,2.69,,"40,000","40,000"
42,±èÇÑ¼ö,2006,»ï,1B,103,396,343,41,87,15,0,7,123,54,6,3,32,15,0,54,12,2,4,.254,.340,.359,.699,.331,107.9,1.39,,"40,000","40,000"
261,±èÇå°ï,2012,»ï,RF,10,18,18,1,2,1,0,0,3,3,0,0,0,0,0,3,0,0,0,.111,.111,.167,.278,.128,-37.9,-0.23,,"2,500","2,500"
195,±èÇå°ï,2013,»ï,RF,7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-134.4,-0.07,,"2,500","2,500"
99,±èÇå°ï,2017,»ï,LF,123,404,356,51,94,13,2,9,138,47,11,2,29,8,0,45,11,8,3,.264,.331,.388,.718,.318,80.5,0.54,-0.51,"5,000","8,500"
47,±èÇö¼ö,2007,µÎ,LF,99,353,319,33,87,19,3,5,127,32,5,2,26,5,1,46,12,1,2,.273,.335,.398,.733,.340,107.4,1.62,,"2,000","4,200"
1,±èÇö¼ö,2008,µÎ,LF,126,558,470,83,168,34,5,9,239,89,13,8,80,5,1,40,12,0,2,.357,.454,.509,.963,.446,176.5,7.14,,"4,200","12,600"
1,±èÇö¼ö,2009,µÎ,LF,133,572,482,97,172,31,6,23,284,104,6,6,80,4,5,59,7,0,6,.357,.448,.589,1.037,.452,169.5,6.88,,"12,600","25,200"
3,±èÇö¼ö,2010,µÎ,LF,132,565,473,88,150,29,0,24,251,89,4,8,78,6,6,64,9,0,8,.317,.414,.531,.945,.419,152.0,5.24,,"25,200","27,000"
11,±èÇö¼ö,2011,µÎ,LF,130,561,475,71,143,25,2,13,211,91,5,3,71,6,9,63,15,0,9,.301,.392,.444,.836,.384,133.4,4.20,,"27,000","30,000"
31,±èÇö¼ö,2012,µÎ,LF,122,491,437,47,127,17,1,7,167,65,6,3,46,3,2,50,9,0,5,.291,.359,.382,.741,.350,118.2,2.76,,"30,000","31,000"
18,±èÇö¼ö,2013,µÎ,LF,122,510,434,63,131,23,1,16,204,90,2,4,62,2,10,71,6,0,12,.302,.382,.470,.852,.384,129.2,3.40,,"31,000","45,000"
14,±èÇö¼ö,2014,µÎ,LF,125,528,463,75,149,26,0,17,226,90,2,0,53,7,5,45,10,0,5,.322,.396,.488,.884,.393,132.2,4.13,3.54,"45,000","75,000"
168,±èÇü¼º,1997,ÇØ,,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,-120.4,-0.04,,"1,500","1,800"
194,±èÇüÃ¶,2004,S,,23,45,41,0,7,1,0,0,8,5,1,0,4,0,0,10,0,0,0,.171,.244,.195,.440,.220,16.4,-0.21,,"2,000","2,100"
118,±èÇüÃ¶,2005,S,,20,8,8,1,3,1,0,0,4,1,0,0,0,0,0,1,0,0,0,.375,.375,.500,.875,.399,146.5,0.08,,"2,100","2,200"
135,±èÇüÃ¶,2009,K,SS,6,3,3,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,.333,.333,.333,.667,.312,73.7,0.01,,"2,600","2,600"
267,±èÇý¼º,2017,³Ø,SS,16,17,16,1,3,2,0,0,5,2,0,0,1,0,0,6,0,0,0,.188,.235,.313,.548,.246,28.4,-0.06,0.01,"2,700","2,900"
86,±èÈ£,1997,½Ö,SS,126,405,337,38,67,8,3,5,96,33,12,9,45,1,0,84,9,19,3,.199,.293,.285,.578,.262,57.2,0.35,,"5,600","5,600"
63,±èÈ£,1998,½Ö,SS,114,360,306,42,69,9,3,3,93,28,11,7,35,1,1,71,4,15,3,.225,.304,.304,.608,.270,63.6,0.70,,"5,600","5,600"
161,±èÈ£,2001,µÎ,SS,26,65,58,7,12,2,1,0,16,4,0,0,6,0,0,11,1,0,1,.207,.277,.276,.553,.263,41.0,-0.06,,"3,600","4,600"
363,±èÈ£·É,2015,K,CF,103,283,257,31,56,10,2,1,73,21,11,2,15,5,0,83,2,6,0,.218,.274,.284,.558,.257,36.7,-0.64,-1.84,"6,000","6,000"
84,±èÈ£·É,2016,K,CF,124,514,453,72,121,18,3,8,169,41,19,10,36,10,0,104,7,13,2,.267,.333,.373,.706,.320,73.2,0.78,-0.89,"6,000","9,500"
,±èÈ¸±Ç,2007,L,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,,"2,200","2,200"
252,±èÈ¸¼º,2010,ÇÑ,3B,11,19,17,0,0,0,0,0,0,0,0,0,2,0,0,7,1,0,0,.000,.105,.000,.105,.077,-75.2,-0.31,,"2,400","2,400"
92,±èÈ¸¼º,2014,ÇÑ,3B,59,162,140,21,33,8,1,6,61,18,0,0,14,4,0,45,4,3,1,.236,.321,.436,.757,.329,76.8,0.36,-0.62,"3,400","5,500"
82,±èÈ¸¼º,2015,ÇÑ,3B,83,268,225,36,47,10,2,16,109,35,2,4,28,10,0,58,4,3,2,.209,.321,.484,.805,.345,93.5,0.79,-0.11,"5,500","5,500"
313,±èÈ¸¼º,2016,ÇÑ,1B,28,58,45,12,9,0,0,1,12,8,0,0,9,2,0,17,1,0,2,.200,.345,.267,.612,.305,63.5,-0.18,0.01,"5,500","5,500"
125,±èÈ¸¼º,2017,ÇÑ,1B,54,103,85,10,20,4,0,3,33,13,0,0,13,2,0,24,3,1,2,.235,.343,.388,.731,.328,85.1,0.18,0.60,"5,500","5,800"
337,³ª°æ¹Î,2016,·Ô,LF,35,66,56,13,13,2,0,0,15,3,3,3,8,0,0,18,0,1,1,.232,.323,.268,.591,.286,54.1,-0.27,-0.34,"2,700","3,600"
300,³ª°æ¹Î,2017,·Ô,CF,97,129,117,37,30,5,2,1,42,11,20,3,7,2,0,37,1,2,1,.256,.307,.359,.666,.297,65.4,-0.13,-0.06,"3,600","5,800"
197,³ª±¤È£,1997,·Ô,,8,14,14,1,1,0,0,1,4,1,0,0,0,0,0,5,0,0,0,.071,.071,.286,.357,.148,-19.1,-0.13,,"1,200","1,200"
37,³ª¼º¹ü,2013,N,CF,104,458,404,55,98,18,5,14,168,64,12,2,33,15,3,95,7,0,6,.243,.319,.416,.735,.336,96.2,2.53,,"4,000","7,500"
7,³ª¼º¹ü,2014,N,CF,123,536,477,88,157,28,5,30,285,101,14,5,42,15,2,128,4,1,1,.329,.400,.597,.998,.429,146.2,6.06,2.82,"7,500","30,000"
9,³ª¼º¹ü,2015,N,RF,144,622,564,112,184,34,5,28,312,135,23,4,32,15,1,127,9,3,8,.326,.373,.553,.926,.400,136.1,5.14,2.61,"30,000","30,000"
14,³ª¼º¹ü,2016,N,RF,144,653,572,116,177,37,2,22,284,113,7,4,67,9,2,136,4,1,4,.309,.388,.497,.885,.395,125.9,4.42,1.93,"30,000","35,000"
5,³ª¼º¹ü,2017,N,RF,125,561,498,103,173,42,2,24,291,99,17,7,48,12,10,116,8,0,3,.347,.415,.584,1.000,.428,154.3,5.78,4.64,"35,000","43,000"
303,³ªÁ¾´ö,2017,·Ô,C,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,-132.7,-0.15,-0.01,"2,700","2,800"
82,³ªÁÖÈ¯,2004,µÎ,SS,64,63,59,14,18,6,0,1,27,9,1,1,3,0,0,13,0,0,1,.305,.333,.458,.791,.357,112.0,0.47,,"2,600","3,300"
88,³ªÁÖÈ¯,2005,µÎ,3B,99,200,174,21,47,9,0,1,59,19,8,3,10,4,0,36,5,10,2,.270,.321,.339,.660,.295,73.1,0.45,,"3,300","5,300"
54,³ªÁÖÈ¯,2008,S,SS,118,413,361,43,89,16,3,3,120,46,14,5,26,6,0,64,12,13,7,.247,.303,.332,.635,.291,69.5,1.19,,"8,700","12,000"
31,³ªÁÖÈ¯,2009,S,SS,118,454,382,60,110,13,0,15,168,65,21,9,41,7,0,74,8,20,4,.288,.364,.440,.804,.347,98.1,2.69,,"12,000","17,000"
65,³ªÁÖÈ¯,2014,S,2B,127,478,422,64,115,25,0,7,161,51,10,3,36,3,0,101,8,14,3,.273,.332,.382,.713,.318,77.2,1.10,0.04,"20,000","20,000"
104,³ªÁÖÈ¯,2015,S,2B,96,273,246,31,66,15,0,5,96,22,3,5,12,2,0,47,9,12,1,.268,.307,.390,.697,.300,70.7,0.35,-0.73,"20,000","20,000"
98,³ªÁÖÈ¯,2016,S,1B,24,65,57,13,22,2,0,5,39,12,0,4,2,3,0,6,4,3,0,.386,.436,.684,1.120,.462,164.4,0.57,0.28,"20,000","15,000"
47,³ªÁÖÈ¯,2017,S,SS,122,452,419,69,122,24,1,19,205,65,0,3,19,5,3,85,15,8,1,.291,.329,.489,.818,.347,98.4,2.03,1.61,"15,000","30,000"
34,³ªÁö¿Ï,2009,K,LF,128,457,384,58,101,12,0,23,182,73,4,1,58,8,3,90,9,3,4,.263,.368,.474,.842,.370,113.6,2.36,,"3,800","10,000"
79,³ªÁö¿Ï,2010,K,DH,109,384,316,42,68,11,0,15,124,53,3,2,45,18,1,82,9,2,3,.215,.343,.392,.735,.339,97.9,0.54,,"10,000","9,000"
30,³ªÁö¿Ï,2011,K,DH,85,331,291,41,88,9,0,18,151,66,0,1,35,4,0,63,4,0,1,.302,.384,.519,.903,.412,152.4,2.59,,"9,000","12,500"
21,³ªÁö¿Ï,2012,K,LF,124,480,398,40,109,17,1,11,161,56,7,3,56,13,4,93,9,8,5,.274,.377,.405,.782,.362,126.7,3.17,,"12,500","15,000"
10,³ªÁö¿Ï,2013,K,LF,125,522,435,57,125,18,0,21,206,96,7,3,62,18,1,111,12,1,5,.287,.394,.474,.868,.400,139.6,4.23,,"15,000","20,000"
34,³ªÁö¿Ï,2014,K,DH,118,470,398,64,124,22,0,19,203,79,3,3,54,12,4,97,9,0,6,.312,.404,.510,.914,.403,129.8,2.83,2.05,"20,000","20,000"
91,³ªÁö¿Ï,2015,K,LF,116,368,304,34,77,16,0,7,114,31,3,1,46,16,3,79,10,0,2,.253,.378,.375,.753,.351,99.2,0.59,-0.71,"20,000","20,000"
25,³ªÁö¿Ï,2016,K,DH,118,486,380,84,117,21,2,25,217,90,6,3,85,17,1,90,8,0,4,.308,.451,.571,1.022,.450,158.0,3.94,3.83,"20,000","60,000"
22,³ªÁö¿Ï,2017,K,DH,137,551,459,85,138,20,3,27,245,94,1,1,62,23,0,105,10,0,7,.301,.405,.534,.939,.409,140.8,3.53,3.00,"60,000","60,000"
349,³²ÅÂÇõ,2016,k,1B,16,48,44,2,9,3,0,0,12,2,1,0,3,0,0,18,3,0,1,.205,.250,.273,.523,.244,23.5,-0.32,-0.58,"2,700","3,000"
161,³ë°æÀº,2017,·Ô,P,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,.000,.000,.000,.000,.000,,0.01,-0.06,"16,000","10,000"
149,³ë¼ö±¤,2014,ÇÑ,RF,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,.000,.000,.000,.000,.000,,0.00,-0.00,"2,400","3,000"
297,³ë¼ö±¤,2015,K,CF,10,14,12,2,1,1,0,0,2,1,0,0,2,0,0,7,0,0,0,.083,.214,.167,.381,.196,-3.7,-0.10,-0.02,"3,000","3,000"
114,³ëÁøÇõ,2013,N,SS,117,361,327,32,73,19,2,3,105,27,1,3,26,1,1,83,5,5,1,.223,.282,.321,.603,.280,57.6,0.27,,"2,400","4,800"
251,³ëÁøÇõ,2014,N,SS,26,16,16,3,3,0,0,1,6,2,0,1,0,0,0,7,0,0,0,.188,.188,.375,.563,.235,18.6,-0.10,-0.39,"4,800","4,300"
,³ëÈ¯¼ö,2007,Çö,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,,"2,500","3,300"
155,´ÏÆÛÆ®,2014,µÎ,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"38,700","120,000"
261,µµÅÂÈÆ,2016,N,3B,6,7,6,1,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,.167,.286,.167,.452,.245,28.3,-0.02,0.04,"2,700","2,700"
16,·¯ÇÁ,2017,»ï,1B,134,591,515,90,162,38,0,31,293,124,2,2,60,12,4,107,14,0,4,.315,.396,.569,.965,.414,142.6,3.92,4.11,"110,000","140,000"
48,·Î¸Æ,2017,S,RF,102,416,359,58,87,19,0,31,199,64,1,1,50,6,2,116,6,0,1,.242,.344,.554,.898,.378,117.2,2.03,1.67,"30,000","50,000"
44,·ùÁßÀÏ,1997,»ï,SS,79,248,215,34,52,13,0,8,89,34,1,3,23,2,0,43,4,8,0,.242,.321,.414,.735,.324,100.0,1.41,,"8,500","7,500"
103,·ùÁßÀÏ,1998,»ï,SS,64,158,140,14,28,8,0,0,36,13,4,0,13,1,0,38,1,3,1,.200,.271,.257,.528,.245,47.3,0.07,,"7,500","6,800"
134,·ùÁöÇõ,2015,µÎ,SS,14,5,5,3,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,.200,.200,.200,.400,.187,-12.1,0.07,-0.00,"3,000","3,000"
90,·ùÁöÇõ,2016,µÎ,SS,90,134,118,34,34,5,0,3,48,9,3,2,10,3,0,28,0,2,1,.288,.356,.407,.763,.346,94.0,0.73,0.02,"3,000","5,700"
106,·ùÁöÇõ,2017,µÎ,SS,125,330,297,60,77,13,4,3,107,26,7,5,21,4,0,55,2,8,0,.259,.317,.360,.677,.301,70.7,0.41,0.01,"5,700","9,500"
,·ùÅÃÇö,2009,L,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,,"13,000","13,000"
,¸¶ÀÏ¿µ,2011,ÇÑ,P,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,,"8,300","10,000"
,¸¶Á¤±æ,2015,³Ø,P,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.00,0.00,"20,000","20,000"
27,¸¶ÇØ¿µ,1997,·Ô,1B,126,505,452,61,117,22,3,25,220,75,6,5,39,9,8,76,12,2,3,.259,.328,.487,.815,.355,121.4,2.67,,"5,900","7,000"
22,¸¶ÇØ¿µ,1998,·Ô,1B,126,534,465,77,136,33,1,15,216,64,2,3,51,12,3,97,7,3,3,.292,.375,.465,.839,.372,134.7,3.63,,"7,000","7,600"
3,¸¶ÇØ¿µ,1999,·Ô,1B,132,579,503,111,187,38,4,35,338,119,6,9,59,10,5,65,11,0,7,.372,.442,.672,1.114,.468,180.7,7.18,,"7,600","14,500"
